title,bookID,author,rating,ratingsCount,reviewsCount
Secrets  Mysteries of the World,6404,Sylvia Browne,3.85,1263,70
Three Complete Novels: Brainchild; Nathaniel; The God Project,6567,John Saul,4.36,80,2
John Saul: Three Terrifying Bestselling Novels: Suffer the Children; Punish the Sinners; Cry for the Strangers,6566,John Saul,4.51,251,2
Contacting Your Spirit Guide,6415,Sylvia Browne,3.81,821,48
Spiritual Connections 2-CD: How to Find Spirituality Throughout All the Relationships in Your Life,6416,Sylvia Browne,3.86,347,16
Sleepwalk,6565,John Saul,3.8,4352,55
Insight,6417,Sylvia Browne,3.79,415,28
Mother God: The Feminine Principle to Our Creator,6414,Sylvia Browne,4.04,459,32
When the Wind Blows,6563,John Saul,3.85,3889,61
A Cracker Full of Christmas Stories,6101,Pat Thomson,1,1,1
Tu Fu: China's Greatest Poet,6018,W. Hung,3.5,2,1
Wallace & Gromit's Christmas Crackers,6100,Aardman Animation,4.5,4,1
Facing the Snow: Visions of Tu Fu,6016,Penny Kemp,4.14,7,0
Reconsidering Tu Fu: Literary Greatness and Cultural Context,6017,Eva Shan Chou,2.67,3,0
A Little Primer of Tu Fu,6015,David Hawkes,4.31,13,2
Byzantium: The Apogee,6105,John Julius Norwich,4.39,765,30
Byzantium (Vol. 3): The Decline and Fall,6104,John Julius Norwich,4.4,742,34
The Middle Sea: A History of the Mediterranean,6102,John Julius Norwich,3.87,641,66
The Forgotten Commissioner: Sir William Mildmay and the Anglo-French Commission of 1750-1755,4566,Enid Robbie,0,0,0
Black Canyon Rock Climbs,4563,Robbie  Williams,0,0,0
"Gentlemen Only: A Woman's View of Golf in Augusta, Georgia, and What She Found at the End of Magnolia Lane",4561,Robbie   Williams,0,0,0
Rüstungspolitik Und Rüstungsdynamik: Fall Usa:  Zur Analyse Der Rüstungsmotive Einer Weltmacht Und Zur Theorie Moderner Rüstungsdynamik,4574,Erwin Müller,0,0,0
Mazarin: Frankreichs Aufstieg Zur Weltmacht,4572,Paul Guth,0,0,0
Zur Weltmacht Verdammt: Die Amerikanische Aussenpolitik Von Kennedy Bis Clinton,4573,Christian Hacke,3,1,1
Murder On The Danube (Robbie Cutler Diplomatic Mystery #2),4565,William S. Shepard,3.5,6,3
Vintage Murder (Robbie Cutler Diplomatic Mystery #1),4564,William S. Shepard,3.33,21,4
The Lord of the Rings,39,J.R.R. Tolkien,4.58,473,42
From Kalamazoo to Timbuktu!,9933,Harriet Ziefert,3.9,20,2
Agile Web Development with Rails: A Pragmatic Guide,45,Dave Thomas,3.9,1669,101
The Cement Garden,9957,Ian McEwan,3.57,18613,1358
Ruby Quickly: Ruby and Rails for the Real World,46,Mark   Watson,2.33,3,0
The Daydreamer,9958,Ian McEwan,3.71,3444,329
The Baby Name Wizard: A Magical Method for Finding the Perfect Name for Your Baby,2518,Laura Wattenberg,4.11,693,119
My Name is Red,2517,Orhan Pamuk,3.83,33873,3097
Clutch And Differential,2515,George Weller,0,0,0
Ready to Use Cartoons for Church Publications,4157,Phil   Jackson,0,0,0
To Timbuktu,9934,Mark Jenkins,3.85,199,34
The Complete Poetical Works: Volume VI,2516,George Gordon Byron,4.5,4,0
Inside Clubbing: Sensual Experiments in the Art of Being Human,4156,Phil   Jackson,3.56,9,3
The Low Down on Going Down: How to Give Her Mind-Blowing Oral Sex,6607,Marcy Michaels,3.57,88,11
Daily Sex: 365 Positions and Activities for a Year of Great Sex!,6606,Jane Seddon,3.55,60,5
The Lord of the Rings Box Set,38,J.R.R. Tolkien,4.47,442107,9485
Primrose Day,7943,Carolyn Haywood,4,100,16
Canastas Sagradas: Lecciones Espirituales De Un Guerrero De Los Tableros,4155,Phil Jackson,3.96,2804,213
The Terminal Man,7679,Michael Crichton,3.34,20805,631
The Pop-up Book of Sex,6605,Melcher Media,4,51,4
A Moveable Feast,4631,Ernest Hemingway,4.04,91841,6452
The Little Bit Naughty Book of Sex Positions,6604,Siobhan Kelly,3,7,0
I quattro accordi,6603,Miguel Ruiz,4.12,114904,6314
Five Patients,7681,Michael Crichton,3.48,4629,96
PRESA,7680,Michael Crichton,3.72,137696,2723
Lines of Flight: Discursive Time and Countercultural Desire in the Work of Thomas Pynchon,5817,Stefan Mattessich,3.43,7,2
Bond on Set: Filming Casino Royale,5819,Greg Williams,4.04,57,6
Farmer Giles of Ham ,2333,J.R.R. Tolkien,3.82,5607,260
Stover at Yale,2512,Owen Johnson,3.69,48,7
Casino Royale ,5824,Anthony Hern,3.65,103,9
Celtic and Old Norse Designs,2351,Courtney Davis,3.92,52,1
Women in Old Norse Society: A Portrait,2349,Jenny Jochens,3.84,55,4
Casino Royale,5823,Ian Fleming,3.73,47530,3151
Casino Royale,5822,Ian Fleming,3.73,47530,3151
Casino Royale,5820,Ian Fleming,3.73,47530,3151
Casino Royale,5821,Ian Fleming,3.73,47530,3151
Old Norse-Icelandic Literature: A Short Introduction,2350,Heather O'Donoghue,3.75,28,5
"One Body, One Life: Six Weeks to the New You",1126,Gregory Joujon-Roche,3.6,10,0
The Control of Nature,77,John McPhee,4.24,3096,261
Cockfighter,228,Charles Willeford,4.1,1009,59
Body Piercing Saved My Life: Inside the Phenomenon of Christian Rock,1127,Andrew Beaujon,3.62,267,44
A Wrinkle in Time: Student Packet,200,"Novel Units, Inc.",4.17,6,0
"Floyd Farland, Citizen Of The Future",7558,Chris Ware,3.05,42,3
Three Tales,2182,Gustave Flaubert,3.73,3823,213
Sideswipe,229,Charles Willeford,4.04,728,71
I am Charlotte Simmons,231,Tom Wolfe,3.4,21711,1904
Castlevania: Portrait of Ruin Official Strategy Guide,9108,Brady Games,4.6,10,0
I am Charlotte Simmons ,232,Tom Wolfe,3.4,21711,1904
Posing for Portrait Photography: A Head-To-Toe Guide,9107,Jeff   Smith,3.42,53,0
The Impostor Phenomenon: Overcoming the Fear That Haunts Your Success,8212,Pauline Rose Clance,4.19,21,4
The George Sand-Gustave Flaubert Letters,2181,George Sand,4.08,156,22
Group Portrait Photography Handbook,9109,Bill Hurter,3.36,22,5
Kingdom Power and Glory: A Historical Guide to Westminster Abbey,5870,John Field,3.64,11,0
Ascended Master Dictations: Letters to a Chela,6006,Li Bai,0,0,0
Wave Hands Like Clouds: Kuang Ping Tai Chi: A Chinese Yoga of Meditation in Motion,6007,Li Bai,3.33,3,0
Madame Prudente,8059,Roger Hargreaves,4,8,0
Which Witch is Which?,8072,Judi Barrett,3.61,95,16
Animals Should Definitely Not Act Like People [With Cassette],8070,Judi Barrett,3.39,115,17
The Wind Thief,8074,Judi Barrett,4,4,1
"Collected Stories, 1891-1910",5255,Edith Wharton,4.27,48,6
Four Novels,5264,Edith Wharton,4,17,1
Old MacDonald Had an Apartment House,8071,Judi Barrett,4.05,84,12
The Art Of Traditional Thai Massage,809,Asokananda,4,9,0
Pickles To Pittsburgh: The Sequel To Cloudy With A Chance Of Meatballs,8069,Judi Barrett,3.71,1114,112
Italian Villas And Their Gardens,3957670,Edith Wharton,3.93,46,8
Ornament and Silence: Essays on Women's Lives From Edith Wharton to Germaine Greer,5263,Kennedy Fraser,4.15,41,11
The Thai Massage Workbook,808,Kay Rynerson,4,3,0
Thai Massage,811,Nicky  Smith,3.4,5,0
Thai Yoga Massage: A Dynamic Therapy for Physical Well-Being and Spiritual Energy,810,Kam Thye Chow,3.9,30,0
The Annotated Hobbit,5910,J.R.R. Tolkien,4.25,2218108,38084
A Son at the Front,5254,Edith Wharton,3.45,150,18
A More Perfect Way,854,Alex C. Jones,0,0,0
Sanctuary,5259,Edith Wharton,3.42,599,55
Fields of Gold,855,Alex Jones,0,0,0
Afro American Artists: A Bio-Bibliographical Directory,858,Theresa Cederholm,5,1,0
The Wounded Healer: Ministry in Contemporary Society,7230,Henri J.M. Nouwen,4.29,7040,296
The Inner Voice of Love,7229,Henri J.M. Nouwen,4.43,3570,237
Web Standards Solutions: The Markup and Style Handbook (Pioneering Series),857,Dan Cederholm,4.07,309,11
The Trust: The Private and Powerful Family Behind The New York Times,856,Susan E. Tifft,3.93,135,17
The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,7231,Henri J.M. Nouwen,4.21,116,11
"West from Home: Letters of Laura Ingalls Wilder, San Francisco, 1915  (Little House #11)",8203,Laura Ingalls Wilder,3.84,3568,119
Same Sex in the City,7453,Lauren  Levin,3.56,376,38
Sex and the City: Kiss and Tell,7452,Amy Sohn,3.99,4159,83
Return of the Prodigal Son,7228,Henri J.M. Nouwen,4.38,12375,702
The Second World War: A Complete History,8910,Martin  Gilbert,4.16,957,42
"Portrait of the Dog as a Young Artist: Art from scratch, by the world's preeminent canine painter",9110,F. Bowman Hastie III,4.33,3,1
The Invisible Man,8919,H.G. Wells,3.62,97511,3799
Confessions of an Economic Hit Man,7451,John Perkins,3.84,26568,3059
"World War II: 4,139 Strange and Fascinating Facts (Strange & Fascinating Facts)",8911,Don Mccombs,3.58,31,0
The Time Machine / The Island of Dr. Moreau / The Invisible Man / The War of the Worlds / The First Men in the Moon / The Food of the Gods,8918,H.G. Wells,4.16,76,9
LIFE: World War II: History's Greatest Conflict in Pictures,8913,Richard B. Stolley,4.38,69,4
Portraits from Life in 29 Steps,9111,John Howard Sanden,3.9,50,4
World War II for Kids: A History with 21 Activities,8912,Richard Panchyk,4.12,81,6
A Short History of World War II,8915,James L. Stokesbury,3.91,471,38
Amazing Leonardo da Vinci Inventions: You Can Build Yourself,507,Maxine Anderson,3.81,79,10
The Story of Inventions,506,Frank Puterbaugh Bachman,3.7,46,2
"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",512,William J. Ryczek,4.67,6,0
The Game Maker's Apprentice: Game Development for Beginners,904,Jacob Habgood,3.97,118,13
The Complete Idiot's Guide to Cashing in On Your Inventions,508,Richard C. Levy,3.89,9,0
Sliding Into Home,510,Dori Hillestad Butler,3.9,78,16
From Java to Ruby,518,Bruce Tate,3.12,26,2
Best of Ruby Quiz Volume One,517,James Edward Gray II,3.42,26,0
Boys of Summer,511,Julie Elizabeth Leto,3.77,469,15
The Invention of Love,509,Tom Stoppard,4,1549,88
"The Best of America's Test Kitchen 2007: The Year's Best Recipes, Equipment Reviews, and Tastings",6302,America's Test Kitchen,4.31,263,21
Smart Couples Finish Rich: 9 Steps to Creating a Rich Future for You and Your Partner,6301,David Bach,3.83,1563,171
Die Orthopädietechnische Versorgung Des Fußes: 9 Tabellen,6303,René Baumgartner,0,0,0
Orthopädie Des Fusses,6304,Carl R.H. Rabl,0,0,0
Only Necessary Thing,7232,Henri J.M. Nouwen,4.32,450,28
Guide to the Hitchhiker's Guide to the Galaxy,8700,Douglas Adams,4.3,50,3
"The Structure of Old Norse ""Drottkvaett"" Poetry",2352,Kari Ellen Gade,4,1,0
"So Long, and Thanks for All the Fish (Hitchhiker's Guide, #4)",8701,Douglas Adams,4.08,111184,2086
"So Long, and Thanks for All the Fish (Hitchhiker's Guide, #4)",8702,Douglas Adams,4.08,111184,2086
"Dialogue and Deviance: Male-Male Desire in the Dialogue Genre (Plato to the Middle Ages, Plato to the Enlightenment, Plato to the Postmodern)",2356,Robert S. Sturges,0,0,0
Reaching Out,7233,Henri J.M. Nouwen,4.28,2219,137
Dialogues in Swing: Intimate Conversations With the Stars of the Big Band Era,2359,Fred Hall,4,2,1
"Comedy Quotes from the Movies: Over 4,000 Bits of Humorous Dialogue from All Film Genres, Topically Arranged and Indexed",2357,Larry Langman,0,0,0
"The Other Side of Nowhere: Jazz, Improvisation, and Communities in Dialogue",2358,Daniel Fischlin,4.33,6,1
Cold Counsel: Women in Old Norse Literature and Myth,2353,Sarah M.  Anderson,3.73,15,2
What Paul Meant,6934,Garry Wills,3.66,534,65
"Water (Tales of Elemental Spirits, #1)",8085,Robin McKinley,3.63,2645,168
The Blue Sword,8092,Robin McKinley,4.24,47201,2297
Rose Daughter,8089,Robin McKinley,3.77,16753,987
Sunshine,8088,Robin McKinley,3.85,31048,3637
The Door in the Hedge,8091,Robin McKinley,3.67,8160,457
A Knot in the Grain and Other Stories,8090,Robin McKinley,3.74,4268,159
Deerskin,8087,Robin McKinley,3.88,17853,1132
"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)",8086,Robin McKinley,4.37,472,10
The Stone Fey,8093,Robin McKinley,3.35,988,70
Doré's Illustrations for Don Quixote,3843,Gustave Doré,4.57,139,9
Kentucky Heat  ,3849,Fern Michaels,4.19,1826,42
Heat Wave: A Social Autopsy of Disaster in Chicago,3850,Eric Klinenberg,3.81,621,69
"Last Orders, Please!: [Being A True And Faithful Account Of The Life And Times Of Ulster's Modern Cúchulainn, B.A. Grimshaw, And His Heroic Part In Ireland's Fight For Freedom]",5075,John McGuffin,5,1,0
Turn up the Heat with G. Garvin,3846,Gerry Garvin,4.32,65,9
Last Orders,5074,Brian W. Aldiss,3.7,46,5
"Texas Heat (Texas, #2)",3851,Fern Michaels,4.17,2111,44
"Vegas Heat (Vegas, #2)",3847,Fern Michaels,4.19,1354,42
"The Fountainheads: Wright, Rand, the FBI and Hollywood",2118,Donald Leslie Johnson,4.5,2,0
"Desert Heat (Joanna Brady, #1)",3848,J.A. Jance,3.99,8814,381
Essays on Ayn Rand's the Fountainhead,2116,Robert Mayhew,4.13,63,1
From the Fountainhead to the Future: And Other Essays on Art and Excellence,2120,Alexandra York,3.33,3,0
The Fountainhead of Chinese Erotica: The Lord of Perfect Satisfaction (Ruyijun zhuan) With a Translation and Critical Edition,2119,Charles R. Stone,4,6,1
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Butcher in Tuscany",3844,Bill Buford,3.89,20169,1823
"Break In (Kit Fielding, #1)",8538,Dick Francis,4,3816,142
Fountainhead (Cliffs Notes),2117,Andrew Bernstein,3.64,36,3
The Changeling,63,Kate Horsley,3.53,364,51
"Hatchet (Brian's Saga, #1)",50,Gary Paulsen,3.68,236266,10616
Bucaneer,49,Luther Butler,3,3,1
Molly Hatchet - 5 of the Best,54,Molly Hatchet,4,4,0
"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",51,Donna Ickes,4,30,2
The Plot Against America,703,Philip Roth,3.71,29755,2551
Covenant with Black America,704,Tavis Smiley,3.73,289,21
Swiss Design 2004,713,Bundesamt fur Kultur,0,0,0
The Making Of Disney's Animal Kingdom Theme Park,8370,Melody Malmberg,4.39,28,2
El hacha,52,Gary Paulsen,3.68,236282,10616
The Bucaneers,48,Edith Wharton,3.89,4746,326
Guts: The True Stories behind Hatchet and the Brian Books,53,Gary Paulsen,3.86,2014,312
Adam Avocado,8100,Giles Reed,4.67,6,2
Professor Peabody (Munch Bunch Book),8099,Giles Reed,4.65,17,2
Democracy in America,705,Alexis de Tocqueville,3.99,17949,595
Pippa Pear,8094,Giles Reed,4.5,8,1
Button and Tiny,8098,Giles Reed,4.71,7,1
Zack Zucchini,8096,Giles Reed,4.6,5,1
Bounce (Munch Bunch Book),8095,Giles Reed,4.5,10,1
Nurse Plum,8108,Giles Reed,5,4,1
Learn Shapes and Colors with the Munch Bunch,8107,Giles Reed,5,3,1
The Banana Bunch (A Munch Bunch book),8097,Giles Reed,4.31,16,3
Song of Susannah,5093,Stephen King,3.98,97870,2627
The Drawing of the Three,5094,Stephen King,4.23,162267,5618
"Physician Assistant Exam Review: Pearls of Wisdom, Third Edition: Pearls of Wisdom",5078,Gillian Lewke Emblad,4,1,0
"Last Order of the Lost Cause: The True Story of a Jewish Family in the 'Old South': Raphael Jacob Moses, Major C.S.A., 1812-1893",5072,Mel Young,0,0,0
The Successful Physician: A Productivity Handbook for Practitioners,5076,Marshall O. Zaslove,3.6,10,1
Last Orders at Harrods,5070,Michael Holman,3.16,112,17
"Battle Angel Alita - Last Order : Angel's Vision, Vol. 08",5069,Yukito Kishiro,4.09,284,3
A Short History Of Nearly Everything,5090,Bill Bryson,4.19,209743,9227
A Short History of Nearly Everything (Illustrated Edition),5089,Bill Bryson,4.19,209743,9227
Chandler: Later Novels and Other Writings,2045,Raymond Chandler,4.47,996,46
Chandler: Stories and Early Novels,2046,Raymond Chandler,4.49,1168,55
A Short History Of Nearly Everything,5088,Bill Bryson,4.19,209743,9227
"The Long Goodbye (Philip Marlowe, #6)",2054,Raymond Chandler,4.22,25328,1545
Falconry  Hawking,2107,Phillip Glasier,4.45,44,3
Long Goodbye,2055,William H. Colby,4.19,57,10
Collected Stories,2047,Raymond Chandler,4.38,463,44
The Long Goodbye. Based on the Novel by Raymond Chandler,2059,Raymond Chandler,4.22,25329,1545
Love the Life You Live: 3 Secrets to Feeling Good--Deep Down in Your Soul,4063,Les Parrott III,3.81,37,7
Finding the Love of Your Life,4061,Neil Clark Warren,3.8,275,39
Make Big Profits on Ebay: The Ultimate Guide for Building a Business on Ebay,4091,Jacquelyn  Lynn,3.5,4,1
The 7 Essential Steps to Successful Ebay Marketing,4093,Janelle Elms,3.4,5,0
GOOD TO GRT  SOCIAL SECTOR PB,4114,James C. Collins,4.04,4081,210
When Souls Mate,4062,Joylynn M. Jossel,4.12,76,6
The Ebay Millionaire: Titanium Powerseller Secrets for Building a Big Online Business,4094,Amy Joyner,3.12,17,1
Absolute Beginner's Guide to Launching an Ebay Business,4092,Michael Miller,2.94,17,2
Getting to Yes: Negotiating Agreement Without Giving In,4127,Roger Fisher,3.89,40827,1161
Brave Companions,2367,David McCullough,3.97,3017,391
Paul Huf: record covers,578,Unknown Author 579,0,0,0
1000 Cornish Place Names (Tor Mark Paperbacks),573,Jolyan Holmes,0,0,0
Michelin's Charming Places to Stay in France 2003: 1000 Hotels & Guesthouses for Less Than 80 Euros,575,Michelin,3.2,5,0
HTML Utopia,569,Rachel Andrew,3.26,47,6
"The Cover Art Of Blue Note Records, Vol.2",764217,Graham Marsh,4.68,19,1
Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,571,Eric A. Meyer,4.12,269,12
The CSS Anthology,568,Rachel Andrew,3.85,208,21
1000 Record Covers,576,Michael Ochs,3.79,291,28
"HTML, XHTML, and CSS (Visual Quickstart Guide)",570,Elizabeth Castro,3.81,538,45
"Amber and Ashes (Dragonlance: The Dark Disciple, #1)",5372,Margaret Weis,3.86,2539,73
Amber Brown Is Not a Crayon,5371,Paula Danziger,3.83,4572,196
"Music Minus One Guitar: Giuliani Guitar Quintet in A major, op. 65 (Book & CD)",1269,Mauro Giuliani,0,0,0
"The Dragon's Eye (The 'Dragon's Eye' Trilogy, #1)",5379,Garrett Luttrell,0,0,0
"Faces Of Ground Zero: Portraits Of The Heroes Of September 11, 2001",1268,Rudolph W. Giuliani,4.56,41,4
The Christmas Story (Little Golden Book),5322,Jane Werner Watson,4.39,1068,27
Amber Brown Is Green With Envy,5370,Paula Danziger,3.94,765,40
The Boy Who Loved Anne Frank,5512,Ellen Feldman,3.63,1342,159
Dawn of the Dragon's Eye,5389,Jenelle Leanne Schmidt,5,1,0
Lighting the Eye of the Dragon: Inner Secrets of Taoist Feng Shui,5380,Baolin Wu,4.44,9,2
The Dragon's Eye,5391,Scott C.S. Stone,3.75,4,0
Eyes of the Dragon,5381,Margaret Leaf,3.79,19,2
Through The Dragon's Eye,5388,Christine Russell,3.43,7,1
"The Eye of the Dragon (Golden Dragon Fantasy Gamebooks, No 4)",5386,Dave Morris,3.87,15,1
"An Eye For The Dragon: Southeast Asia Observed, 1954-1986 (New Edition)",5387,Dennis Bloodworth,4.15,13,2
Stinging Trees and Wait-a-Whiles: Confessions of a Rainforest Biologist,7308,William Laurance,3.82,22,2
Los ojos del dragón ,5382,Stephen King,3.92,82590,3128
Los ojos del dragón,5383,Stephen King,3.92,82590,3128
Mid-Course Correction: Toward a Sustainable Enterprise: The Interface Model,3807,Ray C. Anderson,3.8,129,13
"Doctor No (James Bond, #6)",3757,Ian Fleming,3.76,13651,694
On Beauty,3679,Zadie Smith,3.69,50559,3968
"Goldfinger (James Bond, #7)",3759,Ian Fleming,3.8,15526,713
"Casino Royale (James Bond, #1)",3758,Ian Fleming,3.73,47520,3150
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),8199,Laura Ingalls Wilder,3.87,82,8
James Bond and Moonraker,3756,Christopher Wood,3.6,287,14
Annals of the Former World,78,John McPhee,4.33,2847,203
Rory Rhubarb,8111,Giles Reed,4.83,6,2
Health Is Your Birthright: How to Create the Health You Deserve,8177,Ellen Tart-Jensen,3.75,8,1
The Munch Bunch Go Camping,8109,Giles Reed,5,4,0
Rozzy Raspberry,8113,Giles Reed,3.67,6,2
Start to Count,8058,Roger Hargreaves,4.5,4,0
Wally Walnut,8110,Giles Reed,5,5,1
"Learn The Days Of The Week, Months, Seasons With The Munch Bunch",8112,Giles Reed,5,4,1
"Birthright: Christian, Do You Know Who You Are?",8175,David C. Needham,4.24,63,5
Anna Karenina,151,Leo Tolstoy,4.02,480064,18321
The Birthright,8176,Janette Oke,4.13,2066,63
